"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         191,      -5.398470715,      -5.080736479,      -5.101946926,        -8.8917367
          0,           0,         192,      -5.411847662,      -5.078000714,      -5.089630163,      -8.888291106
          0,           0,         193,      -5.425716972,       -5.07639527,      -5.079464127,      -8.884851625
          0,           0,         194,      -5.439997819,      -5.075876873,      -5.071315098,      -8.881416256
          0,           0,         195,      -5.454591634,      -5.076401089,      -5.065058652,      -8.877982988
          0,           0,         196,      -5.469377508,      -5.077925352,      -5.060582485,      -8.874549753
          0,           0,         197,      -5.484204722,      -5.080410225,      -5.057789742,      -8.871114566
          0,           0,         198,      -5.498887909,      -5.083821771,      -5.056599346,      -8.867675535
          0,           0,         199,       -5.51320644,      -5.088132421,      -5.056945275,      -8.864230923
          0,           0,         200,      -5.526905691,      -5.093320515,      -5.058776766,      -8.860779202
          0,           0,         201,      -5.539703587,      -5.099370108,      -5.062057826,      -8.857319078
          0,           0,         202,      -5.551303817,      -5.106270303,      -5.066766358,      -8.853849557
          0,           0,         203,      -5.561416264,       -5.11401412,      -5.072892976,      -8.850369924
          0,           0,         204,      -5.569783251,      -5.122596928,      -5.080439521,      -8.846879793
          0,           0,         205,      -5.576208052,      -5.132014495,      -5.089417306,        -8.8433791
          0,           0,         206,      -5.580580421,      -5.142260728,      -5.099845113,      -8.839868066
          0,           0,         207,      -5.582893456,      -5.153325147,      -5.111746913,      -8.836347224
          0,           0,         208,      -5.583247587,      -5.165190151,      -5.125149292,      -8.832817369
          0,           0,         209,      -5.581840595,      -5.177828093,       -5.14007849,      -8.829279547
          0,           0,         210,      -5.578946142,      -5.191198233,      -5.156556937,      -8.825734995
          0,           0,         211,      -5.574885862,      -5.205243641,      -5.174599038,      -8.822185158
          0,           0,         212,      -5.570000679,      -5.219888132,       -5.19420593,      -8.818631617
          0,           0,         213,      -5.564625934,      -5.235033417,      -5.215358739,      -8.815076092
          0,           0,         214,      -5.559072862,      -5.250556672,      -5.238009804,      -8.811520382
          0,           0,         215,      -5.553616972,      -5.266308884,      -5.262071169,      -8.807966403
          0,           0,         216,      -5.548492543,      -5.282114408,      -5.287399679,      -8.804416139
          0,           0,         217,      -5.543891744,       -5.29777226,      -5.313778174,      -8.800871656
