"Pressure","Velocity:0","Velocity:1","Velocity:2","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
0.0469,0,0,0,0,0.0939,1,1.67e-07,0.00275,0.000263,0,-0,6.87,0,0.427,-0.0385,0
0.0472,0,0,0,0,0.0944,1,1.67e-07,0.00275,0.000261,0,-0,6.87,0,0.423,-0.039,0
0.0474,0,0,0,0,0.0948,1,1.67e-07,0.00276,0.00026,0,-0,6.87,0,0.419,-0.0394,0
0.0477,0,0,0,0,0.0954,1,1.67e-07,0.00276,0.000258,0,-0,6.88,0,0.414,-0.0398,0
0.0479,0,0,0,0,0.0959,1,1.67e-07,0.00276,0.000257,0,-0,6.88,0,0.41,-0.0402,0
0.0482,0,0,0,0,0.0964,1,1.67e-07,0.00276,0.000255,0,-0,6.89,0,0.405,-0.0406,0
0.0485,0,0,0,0,0.097,1,1.67e-07,0.00277,0.000253,0,-0,6.89,0,0.401,-0.041,0
0.0488,0,0,0,0,0.0976,1,1.67e-07,0.00277,0.000252,0,-0,6.89,0,0.397,-0.0414,0
0.0491,0,0,0,0,0.0982,1,1.67e-07,0.00277,0.00025,0,-0,6.9,0,0.392,-0.0418,0
0.0494,0,0,0,0,0.0988,1,1.67e-07,0.00278,0.000248,0,-0,6.9,0,0.388,-0.0422,0
0.0497,0,0,0,0,0.0994,1,1.67e-07,0.00278,0.000247,0,-0,6.9,0,0.383,-0.0426,0
0.05,0,0,0,0,0.1,1,1.67e-07,0.00278,0.000245,0,-0,6.91,0,0.379,-0.043,0
0.0504,0,0,0,0,0.101,1,1.67e-07,0.00278,0.000243,0,-0,6.91,0,0.374,-0.0434,0
0.0507,0,0,0,0,0.101,1,1.67e-07,0.00279,0.000241,0,-0,6.91,0,0.37,-0.0438,0
0.0511,0,0,0,0,0.102,1,1.67e-07,0.00279,0.000239,0,-0,6.92,0,0.365,-0.0442,0
0.0514,0,0,0,0,0.103,1,1.67e-07,0.00279,0.000238,0,-0,6.92,0,0.361,-0.0446,0
0.0518,0,0,0,0,0.104,1,1.67e-07,0.0028,0.000236,0,-0,6.92,0,0.356,-0.045,0
0.0522,0,0,0,0,0.104,1,1.67e-07,0.0028,0.000234,0,-0,6.93,0,0.352,-0.0453,0
0.0526,0,0,0,0,0.105,1,1.67e-07,0.0028,0.000232,0,-0,6.93,0,0.347,-0.0457,0
0.053,0,0,0,0,0.106,1,1.67e-07,0.00281,0.00023,0,-0,6.93,0,0.342,-0.0461,0
0.0534,0,0,0,0,0.107,1,1.67e-07,0.00281,0.000228,0,-0,6.94,0,0.338,-0.0465,0
0.0538,0,0,0,0,0.108,1,1.67e-07,0.00281,0.000226,0,-0,6.94,0,0.333,-0.0468,0
0.0542,0,0,0,0,0.108,1,1.67e-07,0.00281,0.000224,0,-0,6.94,0,0.329,-0.0472,0
0.0547,0,0,0,0,0.109,1,1.67e-07,0.00282,0.000222,0,-0,6.95,0,0.324,-0.0476,0
0.0551,0,0,0,0,0.11,1,1.67e-07,0.00282,0.000219,0,-0,6.95,0,0.319,-0.0479,0
0.0556,0,0,0,0,0.111,1,1.67e-07,0.00282,0.000217,0,-0,6.96,0,0.315,-0.0483,0
0.056,0,0,0,0,0.112,1,1.67e-07,0.00283,0.000215,0,-0,6.96,0,0.31,-0.0486,0
0.0565,0,0,0,0,0.113,1,1.67e-07,0.00283,0.000213,0,-0,6.96,0,0.306,-0.049,0
0.057,0,0,0,0,0.114,1,1.67e-07,0.00283,0.00021,0,-0,6.97,0,0.301,-0.0493,0
0.0575,0,0,0,0,0.115,1,1.67e-07,0.00283,0.000208,0,-0,6.97,0,0.296,-0.0497,0
0.0581,0,0,0,0,0.116,1,1.67e-07,0.00284,0.000206,0,-0,6.97,0,0.292,-0.05,0
0.0586,0,0,0,0,0.117,1,1.67e-07,0.00284,0.000203,0,-0,6.98,0,0.287,-0.0503,0
0.0591,0,0,0,0,0.118,1,1.67e-07,0.00284,0.000201,0,-0,6.98,0,0.283,-0.0507,0
0.0597,0,0,0,0,0.119,1,1.67e-07,0.00284,0.000198,0,-0,6.98,0,0.278,-0.051,0
0.0603,0,0,0,0,0.121,1,1.67e-07,0.00285,0.000196,0,-0,6.98,0,0.273,-0.0513,0
0.0609,0,0,0,0,0.122,1,1.67e-07,0.00285,0.000193,0,-0,6.99,0,0.269,-0.0516,0
0.0615,0,0,0,0,0.123,1,1.67e-07,0.00285,0.000191,0,-0,6.99,0,0.264,-0.052,0
0.0621,0,0,0,0,0.124,1,1.67e-07,0.00286,0.000188,0,-0,6.99,0,0.259,-0.0523,0
0.0627,0,0,0,0,0.125,1,1.67e-07,0.00286,0.000185,0,-0,7,0,0.255,-0.0526,0
0.0633,0,0,0,0,0.127,1,1.67e-07,0.00286,0.000182,0,-0,7,0,0.25,-0.0529,0
0.064,0,0,0,0,0.128,1,1.67e-07,0.00286,0.00018,0,-0,7,0,0.245,-0.0532,0
0.0647,0,0,0,0,0.129,1,1.67e-07,0.00287,0.000177,0,-0,7.01,0,0.241,-0.0534,0
0.0654,0,0,0,0,0.131,1,1.67e-07,0.00287,0.000174,0,-0,7.01,0,0.236,-0.0537,0
0.0661,0,0,0,0,0.132,1,1.67e-07,0.00287,0.000171,0,-0,7.01,0,0.231,-0.054,0
0.0668,0,0,0,0,0.134,1,1.67e-07,0.00287,0.000168,0,-0,7.02,0,0.227,-0.0543,0
0.0675,0,0,0,0,0.135,1,1.67e-07,0.00288,0.000165,0,-0,7.02,0,0.222,-0.0545,0
0.0683,0,0,0,0,0.137,1,1.67e-07,0.00288,0.000162,0,-0,7.02,0,0.217,-0.0548,0
0.0691,0,0,0,0,0.138,1,1.67e-07,0.00288,0.000158,0,-0,7.02,0,0.213,-0.0551,0
0.0699,0,0,0,0,0.14,1,1.67e-07,0.00288,0.000155,0,-0,7.03,0,0.208,-0.0553,0
0.0707,0,0,0,0,0.141,1,1.67e-07,0.00289,0.000152,0,-0,7.03,0,0.204,-0.0556,0
0.0715,0,0,0,0,0.143,1,1.67e-07,0.00289,0.000149,0,-0,7.03,0,0.199,-0.0558,0
0.0724,0,0,0,0,0.145,1,1.67e-07,0.00289,0.000145,0,-0,7.03,0,0.194,-0.056,0
0.0732,0,0,0,0,0.146,1,1.67e-07,0.00289,0.000142,0,-0,7.04,0,0.19,-0.0563,0
0.0741,0,0,0,0,0.148,1,1.67e-07,0.00289,0.000138,0,-0,7.04,0,0.185,-0.0565,0
0.075,0,0,0,0,0.15,1,1.67e-07,0.0029,0.000135,0,-0,7.04,0,0.181,-0.0567,0
0.076,0,0,0,0,0.152,1,1.67e-07,0.0029,0.000131,0,-0,7.04,0,0.176,-0.0569,0
0.0769,0,0,0,0,0.154,1,1.67e-07,0.0029,0.000127,0,-0,7.05,0,0.171,-0.0571,0
0.0779,0,0,0,0,0.156,1,1.67e-07,0.0029,0.000124,0,-0,7.05,0,0.167,-0.0573,0
0.0789,0,0,0,0,0.158,1,1.67e-07,0.0029,0.00012,0,-0,7.05,0,0.162,-0.0575,0
0.0799,0,0,0,0,0.16,1,1.67e-07,0.00291,0.000116,0,-0,7.05,0,0.158,-0.0577,0
0.081,0,0,0,0,0.162,1,1.67e-07,0.00291,0.000112,0,-0,7.05,0,0.153,-0.0579,0
0.0821,0,0,0,0,0.164,1,1.67e-07,0.00291,0.000108,0,-0,7.06,0,0.148,-0.0581,0
0.0832,0,0,0,0,0.166,1,1.67e-07,0.00291,0.000104,0,-0,7.06,0,0.144,-0.0582,0
0.0843,0,0,0,0,0.169,1,1.67e-07,0.00291,9.97e-05,0,-0,7.06,0,0.139,-0.0584,0
0.0854,0,0,0,0,0.171,1,1.67e-07,0.00291,9.55e-05,0,-0,7.06,0,0.135,-0.0585,0
0.0866,0,0,0,0,0.173,1,1.67e-07,0.00291,9.12e-05,0,-0,7.06,0,0.13,-0.0587,0
0.0878,0,0,0,0,0.176,1,1.67e-07,0.00291,8.68e-05,0,-0,7.06,0,0.126,-0.0588,0
0.089,0,0,0,0,0.178,1,1.67e-07,0.00292,8.24e-05,0,-0,7.06,0,0.121,-0.0589,0
0.0903,0,0,0,0,0.181,1,1.67e-07,0.00292,7.79e-05,0,-0,7.06,0,0.117,-0.0591,0
0.0916,0,0,0,0,0.183,1,1.67e-07,0.00292,7.34e-05,0,-0,7.06,0,0.112,-0.0592,0
0.0929,0,0,0,0,0.186,1,1.67e-07,0.00292,6.88e-05,0,-0,7.06,0,0.108,-0.0593,0
0.0943,0,0,0,0,0.189,1,1.67e-07,0.00292,6.41e-05,0,-0,7.07,0,0.103,-0.0594,0
0.0956,0,0,0,0,0.191,1,1.67e-07,0.00292,5.93e-05,0,-0,7.07,0,0.099,-0.0595,0
