"Pressure","Velocity:0","Velocity:1","Velocity:2","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
0.4413,0,0,0,0,0.8826,1,1.6667e-07,-0.00038948,0.00035256,0,-0,29.868,0,-0.24181,-0.015488,0
0.33655,0,0,0,0,0.67309,1,1.6667e-07,-0.00054724,0.0006034,0,-0,34.354,0,-0.24431,-0.013003,0
0.16332,0,0,0,0,0.32664,1,1.6667e-07,-0.00068094,0.00095204,0,-0,38.163,0,-0.24635,-0.010477,0
-0.097618,0,0,0,0,-0.19524,1,1.6667e-07,-0.00073731,0.0013936,0,-0,41.381,0,-0.24795,-0.007913,0
-0.45317,0,0,0,0,-0.90633,1,1.6667e-07,-0.00065233,0.0018743,0,-0,43.999,0,-0.24909,-0.0053112,0
-0.88048,0,0,0,0,-1.761,1,1.6667e-07,-0.00039208,0.0022828,0,-0,45.961,0,-0.24977,-0.0026732,0
-1.3158,0,0,0,0,-2.6316,1,1.6667e-07,0,0.0025018,0,-0,47.255,0,-0.25,1.6653e-17,0
-1.7073,0,0,0,0,-3.4145,1,1.6667e-07,0.00042755,0.0024893,0,-0,47.993,0,-0.24977,0.0026732,0
-1.999,0,0,0,0,-3.9979,1,1.6667e-07,0.00077743,0.0022338,0,-0,48.029,0,-0.24909,0.0053112,0
-2.1468,0,0,0,0,-4.2935,1,1.6667e-07,0.00096798,0.0018296,0,-0,47.41,0,-0.24795,0.007913,0
-2.1705,0,0,0,0,-4.3409,1,1.6667e-07,0.0010046,0.0014046,0,-0,46.348,0,-0.24635,0.010477,0
-2.1125,0,0,0,0,-4.225,1,1.6667e-07,0.0009433,0.0010401,0,-0,45.097,0,-0.24431,0.013003,0
-2.0117,0,0,0,0,-4.0235,1,1.6667e-07,0.00084066,0.00076098,0,-0,43.875,0,-0.24181,0.015488,0
-1.894,0,0,0,0,-3.788,1,1.6667e-07,0.00073225,0.00055929,0,-0,42.819,0,-0.23886,0.017931,0
-1.7739,0,0,0,0,-3.5478,1,1.6667e-07,0.00063419,0.00041686,0,-0,41.991,0,-0.23547,0.02033,0
-1.6586,0,0,0,0,-3.3173,1,1.6667e-07,0.00055114,0.0003164,0,-0,41.397,0,-0.23164,0.022682,0
-1.5514,0,0,0,0,-3.1028,1,1.6667e-07,0.00048267,0.00024474,0,-0,41.016,0,-0.22736,0.024986,0
-1.4531,0,0,0,0,-2.9062,1,1.6667e-07,0.00042665,0.00019276,0,-0,40.818,0,-0.22265,0.027239,0
-1.3638,0,0,0,0,-2.7275,1,1.6667e-07,0.00038072,0.00015432,0,-0,40.772,0,-0.21751,0.029437,0
-1.2827,0,0,0,0,-2.5655,1,1.6667e-07,0.0003428,0.00012533,0,-0,40.852,0,-0.21194,0.03158,0
-1.2093,0,0,0,0,-2.4186,1,1.6667e-07,0.00031119,0.00010305,0,-0,41.033,0,-0.20595,0.033663,0
-1.1426,0,0,0,0,-2.2852,1,1.6667e-07,0.00028456,8.5622e-05,0,-0,41.296,0,-0.19954,0.035684,0
-1.0819,0,0,0,0,-2.1638,1,1.6667e-07,0.00026189,7.1766e-05,0,-0,41.625,0,-0.19273,0.037641,0
-1.0264,0,0,0,0,-2.0529,1,1.6667e-07,0.00024237,6.0584e-05,0,-0,42.004,0,-0.18551,0.039531,0
-0.9756,0,0,0,0,-1.9512,1,1.6667e-07,0.0002254,5.144e-05,0,-0,42.423,0,-0.17789,0.04135,0
-0.92882,0,0,0,0,-1.8576,1,1.6667e-07,0.0002105,4.3871e-05,0,-0,42.872,0,-0.16988,0.043097,0
-0.8856,0,0,0,0,-1.7712,1,1.6667e-07,0.0001973,3.7539e-05,0,-0,43.342,0,-0.16149,0.044768,0
-0.84553,0,0,0,0,-1.6911,1,1.6667e-07,0.00018551,3.2192e-05,0,-0,43.827,0,-0.15273,0.046361,0
-0.80822,0,0,0,0,-1.6164,1,1.6667e-07,0.00017489,2.7639e-05,0,-0,44.32,0,-0.14359,0.047874,0
-0.77336,0,0,0,0,-1.5467,1,1.6667e-07,0.00016527,2.3734e-05,0,-0,44.816,0,-0.1341,0.049305,0
-0.74068,0,0,0,0,-1.4814,1,1.6667e-07,0.00015651,2.0364e-05,0,-0,45.313,0,-0.12426,0.050651,0
-0.70993,0,0,0,0,-1.4199,1,1.6667e-07,0.00014847,1.7439e-05,0,-0,45.806,0,-0.11407,0.051911,0
-0.6809,0,0,0,0,-1.3618,1,1.6667e-07,0.00014107,1.489e-05,0,-0,46.293,0,-0.10355,0.053083,0
-0.65343,0,0,0,0,-1.3069,1,1.6667e-07,0.00013421,1.2659e-05,0,-0,46.77,0,-0.092714,0.054165,0
-0.62735,0,0,0,0,-1.2547,1,1.6667e-07,0.00012785,1.07e-05,0,-0,47.237,0,-0.081561,0.055157,0
-0.60252,0,0,0,0,-1.205,1,1.6667e-07,0.00012191,8.9749e-06,0,-0,47.69,0,-0.070106,0.056057,0
-0.57884,0,0,0,0,-1.1577,1,1.6667e-07,0.00011636,7.4535e-06,0,-0,48.129,0,-0.058359,0.056865,0
-0.55619,0,0,0,0,-1.1124,1,1.6667e-07,0.00011114,6.1092e-06,0,-0,48.552,0,-0.046331,0.05758,0
-0.5345,0,0,0,0,-1.069,1,1.6667e-07,0.00010624,4.9203e-06,0,-0,48.957,0,-0.034032,0.058202,0
-0.51368,0,0,0,0,-1.0274,1,1.6667e-07,0.0001016,3.8681e-06,0,-0,49.343,0,-0.021474,0.058731,0
-0.49367,0,0,0,0,-0.98733,1,1.6667e-07,9.7216e-05,2.9371e-06,0,-0,49.708,0,-0.0086689,0.059168,0
-0.4744,0,0,0,0,-0.9488,1,1.6667e-07,9.3058e-05,2.1136e-06,0,-0,50.051,0,0.0043727,0.059512,0
-0.45583,0,0,0,0,-0.91165,1,1.6667e-07,8.9106e-05,1.386e-06,0,-0,50.371,0,0.017638,0.059765,0
-0.4379,0,0,0,0,-0.87581,1,1.6667e-07,8.5342e-05,7.4411e-07,0,-0,50.666,0,0.031116,0.059928,0
-0.42059,0,0,0,0,-0.84118,1,1.6667e-07,8.1752e-05,1.7913e-07,0,-0,50.936,0,0.044794,0.060002,0
-0.40385,0,0,0,0,-0.80771,1,1.6667e-07,7.8319e-05,-3.1674e-07,0,-0,51.179,0,0.058658,0.059988,0
-0.38766,0,0,0,0,-0.77532,1,1.6667e-07,7.5031e-05,-7.5036e-07,0,-0,51.393,0,0.072698,0.059889,0
-0.37198,0,0,0,0,-0.74397,1,1.6667e-07,7.1876e-05,-1.1278e-06,0,-0,51.577,0,0.086899,0.059706,0
-0.35679,0,0,0,0,-0.71359,1,1.6667e-07,6.8845e-05,-1.4544e-06,0,-0,51.73,0,0.10125,0.059441,0
-0.34207,0,0,0,0,-0.68414,1,1.6667e-07,6.5931e-05,-1.7351e-06,0,-0,51.851,0,0.11573,0.059097,0
-0.3278,0,0,0,0,-0.65559,1,1.6667e-07,6.3124e-05,-1.9742e-06,0,-0,51.938,0,0.13034,0.058676,0
-0.31395,0,0,0,0,-0.62791,1,1.6667e-07,6.0418e-05,-2.1757e-06,0,-0,51.99,0,0.14506,0.05818,0
-0.30053,0,0,0,0,-0.60106,1,1.6667e-07,5.7806e-05,-2.343e-06,0,-0,52.007,0,0.15987,0.057612,0
-0.2875,0,0,0,0,-0.57501,1,1.6667e-07,5.5279e-05,-2.4794e-06,0,-0,51.985,0,0.17477,0.056976,0
-0.27487,0,0,0,0,-0.54974,1,1.6667e-07,5.2834e-05,-2.5876e-06,0,-0,51.924,0,0.18973,0.056273,0
-0.26261,0,0,0,0,-0.52523,1,1.6667e-07,5.0463e-05,-2.6703e-06,0,-0,51.821,0,0.20475,0.055507,0
-0.25073,0,0,0,0,-0.50145,1,1.6667e-07,4.8161e-05,-2.7298e-06,0,-0,51.675,0,0.21981,0.054681,0
-0.2392,0,0,0,0,-0.4784,1,1.6667e-07,4.5924e-05,-2.7682e-06,0,-0,51.483,0,0.2349,0.053798,0
-0.22803,0,0,0,0,-0.45605,1,1.6667e-07,4.3748e-05,-2.7874e-06,0,-0,51.244,0,0.25,0.052862,0
-0.2172,0,0,0,0,-0.43439,1,1.6667e-07,4.1628e-05,-2.7893e-06,0,-0,50.955,0,0.2651,0.051874,0
-0.20671,0,0,0,0,-0.41342,1,1.6667e-07,3.956e-05,-2.7753e-06,0,-0,50.615,0,0.28019,0.050839,0
-0.19656,0,0,0,0,-0.39311,1,1.6667e-07,3.7542e-05,-2.7469e-06,0,-0,50.22,0,0.29525,0.049759,0
-0.18673,0,0,0,0,-0.37346,1,1.6667e-07,3.5569e-05,-2.7055e-06,0,-0,49.768,0,0.31027,0.048638,0
-0.17723,0,0,0,0,-0.35447,1,1.6667e-07,3.3641e-05,-2.6522e-06,0,-0,49.257,0,0.32523,0.047478,0
-0.16806,0,0,0,0,-0.33612,1,1.6667e-07,3.1754e-05,-2.5881e-06,0,-0,48.685,0,0.34013,0.046284,0
-0.15921,0,0,0,0,-0.31842,1,1.6667e-07,2.9907e-05,-2.5142e-06,0,-0,48.048,0,0.35494,0.045057,0
-0.15067,0,0,0,0,-0.30134,1,1.6667e-07,2.8097e-05,-2.4315e-06,0,-0,47.344,0,0.36966,0.043801,0
-0.14245,0,0,0,0,-0.28491,1,1.6667e-07,2.6324e-05,-2.3409e-06,0,-0,46.569,0,0.38427,0.042519,0
-0.13455,0,0,0,0,-0.2691,1,1.6667e-07,2.4587e-05,-2.243e-06,0,-0,45.722,0,0.39875,0.041214,0
-0.12696,0,0,0,0,-0.25391,1,1.6667e-07,2.2884e-05,-2.1387e-06,0,-0,44.799,0,0.4131,0.039889,0
-0.11967,0,0,0,0,-0.23935,1,1.6667e-07,2.1215e-05,-2.0286e-06,0,-0,43.796,0,0.4273,0.038546,0
-0.1127,0,0,0,0,-0.22541,1,1.6667e-07,1.9579e-05,-1.9133e-06,0,-0,42.709,0,0.44134,0.037188,0
-0.10604,0,0,0,0,-0.21208,1,1.6667e-07,1.7975e-05,-1.7933e-06,0,-0,41.533,0,0.45521,0.035819,0
-0.099682,0,0,0,0,-0.19936,1,1.6667e-07,1.6403e-05,-1.6691e-06,0,-0,40.261,0,0.46888,0.034441,0
-0.09363,0,0,0,0,-0.18726,1,1.6667e-07,1.4862e-05,-1.5411e-06,0,-0,38.885,0,0.48236,0.033056,0
-0.08788,0,0,0,0,-0.17576,1,1.6667e-07,1.3351e-05,-1.4097e-06,0,-0,37.395,0,0.49563,0.031668,0
-0.082427,0,0,0,0,-0.16485,1,1.6667e-07,1.1872e-05,-1.2756e-06,0,-0,35.779,0,0.50867,0.030278,0
-0.077264,0,0,0,0,-0.15453,1,1.6667e-07,1.0427e-05,-1.1393e-06,0,-0,34.025,0,0.52147,0.02889,0
-0.072382,0,0,0,0,-0.14476,1,1.6667e-07,9.0197e-06,-1.0017e-06,0,-0,32.115,0,0.53403,0.027507,0
-0.067772,0,0,0,0,-0.13554,1,1.6667e-07,7.6554e-06,-8.6353e-07,0,-0,30.03,0,0.54633,0.02613,0
-0.063425,0,0,0,0,-0.12685,1,1.6667e-07,6.3377e-06,-7.2579e-07,0,-0,27.737,0,0.55836,0.024763,0
-0.059332,0,0,0,0,-0.11866,1,1.6667e-07,5.0701e-06,-5.8919e-07,0,-0,25.187,0,0.57011,0.023407,0
-0.055486,0,0,0,0,-0.11097,1,1.6667e-07,3.8553e-06,-4.5441e-07,0,-0,22.302,0,0.58156,0.022066,0
-0.051875,0,0,0,0,-0.10375,1,1.6667e-07,2.6955e-06,-3.2209e-07,0,-0,18.937,0,0.59271,0.020743,0
-0.048491,0,0,0,0,-0.096982,1,1.6667e-07,1.5922e-06,-1.928e-07,0,-0,14.78,0,0.60355,0.019438,0
