"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         237,      -5.463021066,      -4.874286981,      -4.833003368,      -8.997646556
          0,           0,         238,       -5.46571395,      -4.875284516,      -4.834084418,      -8.995429005
          0,           0,         239,      -5.468460149,      -4.876441836,      -4.835244139,      -8.993574263
          0,           0,         240,      -5.471081962,      -4.877726077,      -4.836498181,      -8.992055208
          0,           0,         241,      -5.473555871,      -4.879102213,      -4.837847637,      -8.990878272
          0,           0,         242,      -5.475857089,      -4.880535038,      -4.839292389,      -8.990029323
          0,           0,         243,      -5.477955835,      -4.881991515,      -4.840831138,      -8.989485728
          0,           0,         244,      -5.479830636,       -4.88343923,      -4.842461056,      -8.989228337
          0,           0,         245,      -5.481460449,      -4.884849635,      -4.844177884,      -8.989223637
          0,           0,         246,      -5.482829868,      -4.886198213,      -4.845975869,      -8.989423966
          0,           0,         247,      -5.483929702,      -4.887464703,      -4.847847489,      -8.989736061
          0,           0,         248,      -5.484744965,      -4.888633047,      -4.849786527,      -8.990052348
          0,           0,         249,      -5.485222578,      -4.889695555,      -4.851793264,      -8.990214185
          0,           0,         250,      -5.485482994,      -4.890649732,      -4.853840075,      -8.989982182
          0,           0,         251,      -5.485554852,      -4.891476448,      -4.855910196,       -8.98913021
          0,           0,         252,      -5.485472019,      -4.892162616,      -4.857983337,      -8.987448702
          0,           0,         253,      -5.485220007,      -4.892704014,      -4.860045822,      -8.984797162
          0,           0,         254,      -5.484850899,      -4.893104303,      -4.862077288,       -8.98112273
          0,           0,         255,      -5.484398076,      -4.893367885,      -4.864059195,      -8.976457166
          0,           0,         256,      -5.483847064,      -4.893505426,      -4.865980507,      -8.970940583
          0,           0,         257,      -5.483269455,      -4.893532162,      -4.867822283,       -8.96480983
          0,           0,         258,      -5.482630091,      -4.893464341,      -4.869579652,      -8.958273785
          0,           0,         259,       -5.48197678,      -4.893325337,      -4.871242881,       -8.95155468
          0,           0,         260,      -5.481335344,       -4.89313786,      -4.872805726,      -8.944903528
          0,           0,         261,      -5.480673465,      -4.892926318,      -4.874271883,      -8.938531731
          0,           0,         262,      -5.480078825,      -4.892722693,      -4.875635861,      -8.932577495
          0,           0,         263,      -5.479490651,      -4.892546002,      -4.876905872,      -8.927092138
          0,           0,         264,      -5.478992526,      -4.892432868,      -4.878082382,      -8.922217537
          0,           0,         265,      -5.478575146,      -4.892402542,      -4.879169394,       -8.91795028
          0,           0,         266,      -5.478233835,       -4.89247336,      -4.880173974,      -8.914318473
          0,           0,         267,       -5.47804455,       -4.89268522,      -4.881099757,      -8.911275545
          0,           0,         268,      -5.477962798,      -4.893031963,       -4.88195104,      -8.908770046
          0,           0,         269,      -5.478038743,      -4.893541784,      -4.882734091,      -8.906826881
          0,           0,         270,      -5.478295064,      -4.894237375,      -4.883452737,      -8.905458584
          0,           0,         271,      -5.478709096,      -4.895093207,      -4.884111045,      -8.904452628
          0,           0,         272,      -5.479319792,      -4.896131809,       -4.88471493,      -8.903809163
          0,           0,         273,      -5.480125287,      -4.897361161,       -4.88526884,      -8.903479708
          0,           0,         274,      -5.481121708,      -4.898742816,      -4.885778492,      -8.903327852
          0,           0,         275,      -5.482322679,       -4.90027449,      -4.886247821,       -8.90334311
          0,           0,         276,      -5.483708159,      -4.901961707,       -4.88668333,       -8.90344561
          0,           0,         277,      -5.485276133,      -4.903754671,      -4.887094262,      -8.903669042
          0,           0,         278,       -5.48703068,      -4.905625051,       -4.88748499,      -8.903930331
